repo,doi,pmid,grant_funded,funding_sources,num_linked_grants,num_developer_grants,num_collaborator_grants,developer_project_nums,developer_core_nums,developer_orgs,developer_org_states,developer_agencies,developer_cost_by_currency,developer_cost_usd,all_org_names,all_agencies,total_cost_by_currency,total_cost_usd,earliest_project_start,latest_project_end,note
gladstone-institutes/Interactive-Enrichment-Analysis,10.1093/nar/gkaa1024,33211851,True,NIH; Other,9,1,8,5R01GM100039-09,R01GM100039,J. DAVID GLADSTONE INSTITUTES,CA,NIGMS,USD:206000,206000.0,"J. DAVID GLADSTONE INSTITUTES; SCRIPPS RESEARCH INSTITUTE, THE; NovaMechanics (Cyprus); Institut National de Recherche en Santé Publique; STIFTELSEN NILU; THE UNIVERSITY OF BIRMINGHAM",NIGMS; Other,EUR:71572339; USD:499191,499191.0,2010-08-01T00:00:00,2024-08-31 00:00:00,OK
GMOD/jbrowse-components,10.1186/s13059-023-02914-z,37069644,True,NIH,5,2,3,5U24CA220441-04; 3R01HG004483-17S1,U24CA220441; R01HG004483,UNIVERSITY OF CALIFORNIA BERKELEY,CA,NCI; NHGRI,USD:896934,896934.0,UNIVERSITY OF CALIFORNIA BERKELEY; OREGON HEALTH & SCIENCE UNIVERSITY,NCI; OD; NHGRI; NIGMS,USD:12169898,12169898.0,1997-05-01T00:00:00,2029-04-30T00:00:00,OK
google/deepconsensus,10.1038/s41587-022-01435-7,36050551,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
google/deepsomatic,10.1101/2024.08.16.608331,39229187,True,NIH; Other,7,0,7,,,,,,,,WASHINGTON UNIVERSITY; UNIVERSITY OF CALIFORNIA SANTA CRUZ; NEW YORK GENOME CENTER; CARNEGIE-MELLON UNIVERSITY,NHGRI; NCI; OD; Other; NIH,USD:1820374,1820374.0,2019-09-18T00:00:00,2029-06-30T00:00:00,OK
google/deepvariant,10.1038/nbt.4235,30247488,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Goosang-Yu/genet,10.1016/j.cell.2023.03.034,37119812,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
gorpipe/gor,10.1093/bioinformatics/btw199,27339714,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
graik/biskit,10.1093/bioinformatics/btl655,17237072,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
greenelab/RNAseq_titration_results,10.1038/s42003-023-04588-6,36841852,True,NIH; Other,7,3,4,5R01CA237170-06; GBMF 4552; GR-000002471,R01CA237170,UNIVERSITY OF COLORADO DENVER,CO,NCI; Other,USD:393813,393813.0,UNIVERSITY OF SOUTH FLORIDA; UNIVERSITY OF PENNSYLVANIA; UNIVERSITY OF COLORADO DENVER,NCATS; NIAMS; NHGRI; NCI; NIGMS; Other,USD:6283173,6283173.0,1982-09-20T00:00:00,2028-07-31T00:00:00,OK
greenelab/iscb-diversity-manuscript,10.1016/j.cels.2021.07.007,34555325,True,Other,1,1,0,GBMF4552,,"Dartmouth College, Geisel School of Medicine Department of Genetics",,Other,USD:1504209,1504209.0,"Dartmouth College, Geisel School of Medicine Department of Genetics",Other,USD:1504209,1504209.0,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
GreenleafLab/chromVAR,10.1101/739011,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
GreenleafLab/NucleoATAC,10.1101/gr.192294.115,26314830,True,NIH; NSF,6,1,5,DGE-114747,,,,NSF,,,EMORY UNIVERSITY; STANFORD UNIVERSITY,NIAID; NHGRI; NIGMS; NSF,USD:4934929,4934929.0,1989-07-01T00:00:00,2029-07-31T00:00:00,OK
GreyGuoweiChen/VirBot,10.1093/bioinformatics/btad093,36794927,True,Other,1,1,0,MRP/071/20X,,City University of Hong Kong,,Other,HKD:7363000,,City University of Hong Kong,Other,HKD:7363000,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
Griffan/VerifyBamID,10.1101/gr.246934.118,31980570,True,NIH,7,1,6,3U01MH105653-04S1,U01MH105653,UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,NIMH,USD:306744,306744.0,UNIVERSITY OF MICHIGAN AT ANN ARBOR; RUTGERS BIOMEDICAL AND HEALTH SCIENCES; UNIVERSITY OF SOUTHERN CALIFORNIA,NIMH; NHLBI; NHGRI,USD:4166627,4166627.0,2008-09-30T00:00:00,2027-06-30T00:00:00,OK
gstn-caruso/codnasq,10.1002/cpz1.764,37184204,True,Other,11,8,3,PIP-2015-2017 11220150100853CO; 778247; PUNQ 1309/19; PIP-2015-2017; PIP‐2015‐2017 11220150100853CO; PIP-2015; PICT-2018; PICT-2018 3457,,,,Other,,,UNIVERSITA DEGLI STUDI DI PADOVA,Other,EUR:2226400,,2019-01-01 00:00:00,2024-06-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
GuoBioinfoLab/CATT,10.1093/bioinformatics/btaa432,32399561,True,Other,6,6,0,31822030; 2019M652623; 31771458; 2018M632830; 2017YFA0700403; 31801113,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
gversmee/dbgap2x,10.1093/bioinformatics/btz680,31504194,True,NIH,2,0,2,,,,,,,,HARVARD MEDICAL SCHOOL,OD; NHLBI,USD:967797,967797.0,2017-09-30T00:00:00,2022-09-30T00:00:00,OK
GuyTeichman/RNAlysis,10.1186/s12915-023-01574-6,37024838,True,Other,2,2,0,335624; 1339/17,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
gyorilab/indra,10.1101/358978,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
haddocking/cport,10.1371/journal.pone.0017695,21464987,True,Other,3,1,2,HPC-EUROPA2,,,,Other,,,Consorzio Interuniversitario Fisica Spaziale; Goethe-Institute United Kingdom,Other,EUR:11550000,,2007-11-01 00:00:00,2012-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
haddocking/prodigy,10.1093/bioinformatics/btw514,27503228,True,Other,1,1,0,722.014.005,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
haddocking/pdb-tools,10.12688/f1000research.17456.1,30705752,True,NIH; Other,2,0,2,,,,,,,,STANFORD UNIVERSITY,NIGMS; Other,USD:361735,361735.0,2017-06-01T00:00:00,2028-05-31T00:00:00,OK
HadoopGenomics/Hadoop-BAM,10.1093/bioinformatics/bts054,22302568,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
HadrienG/InSilicoSeq,10.1093/bioinformatics/bty630,30016412,True,Other,1,0,1,,,,,,,,Swedish University of Agricultural Sciences,Other,SEK:2700000,,2016-01-01 00:00:00,2018-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
hahnlab/CAFE,10.1093/bioinformatics/btl097,16543274,True,NIH,1,0,1,,,,,,,,UNIVERSITY OF WASHINGTON,NHGRI,USD:358569,358569.0,2004-09-30T00:00:00,2008-08-31T00:00:00,OK
hahnlab/CAFE5,10.1093/bioinformatics/btaa1022,33325502,True,NSF,1,1,0,DBI-1564611,,,,NSF,,,,NSF,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
hallamlab/TreeSAPP,10.1093/bioinformatics/btaa588,32637989,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
HallLab/clarite-python,10.3389/fgene.2019.01240,31921293,True,NIH,1,0,1,,,,,,,,"PENNSYLVANIA STATE UNIVERSITY, THE",NLM,USD:272634,272634.0,2016-04-01T00:00:00,2021-09-30T00:00:00,OK
hall-lab/svtools,10.1093/bioinformatics/btz492,31218349,True,NIH,3,0,3,,,,,,,,WASHINGTON UNIVERSITY; UNIVERSITY OF COLORADO,NHGRI,USD:10617619,10617619.0,2003-11-10T00:00:00,2022-11-30T00:00:00,OK
hall-lab/svtyper,10.1038/nmeth.3505,26258291,True,NIH,6,1,5,1DP2OD006493-01,DP2OD006493,UNIVERSITY OF VIRGINIA,VA,OD,USD:1500000,1500000.0,WASHINGTON UNIVERSITY; UNIVERSITY OF VIRGINIA; UTAH STATE HIGHER EDUCATION SYSTEM--UNIVERSITY OF UTAH,NHGRI; NIGMS; NCI; OD,USD:3272550,3272550.0,1976-07-01T00:00:00,2027-06-30T00:00:00,OK
HaojiaWu/CellScopes.jl,10.1038/s41467-024-45752-8,38360882,True,NIH,4,0,4,,,,,,,,WASHINGTON UNIVERSITY,NIDDK,USD:1901828,1901828.0,1975-07-01T00:00:00,2030-11-30T00:00:00,OK
haowenz/chromap,10.1038/s41467-021-26865-w,34772935,True,NIH; Other,4,1,3,5R01HG010040-10,R01HG010040,DANA-FARBER CANCER INST,MA,NHGRI,USD:245000,245000.0,DANA-FARBER CANCER INST,NCI; NHGRI; Other,USD:885607,885607.0,2018-04-06T00:00:00,2027-02-28T00:00:00,OK
hardingnj/xpclr,10.1101/gr.100545.109,20086244,True,NIH,2,2,0,5U01HG004168-03; 5R21AI064519-02,U01HG004168; R21AI064519,HARVARD MEDICAL SCHOOL,MA,NHGRI; NIAID,USD:311796,311796.0,HARVARD MEDICAL SCHOOL,NHGRI; NIAID,USD:311796,311796.0,2006-08-01T00:00:00,2010-07-31T00:00:00,OK
harmslab/topiary,10.1002/pro.4551,36565302,True,NIH; NSF; Other,7,5,2,3R01GM146114-03S1; 1844963; DEB-1844963; NSF CAREER Award DEB‐1844963; CAREER,R01GM146114,UNIVERSITY OF OREGON; University of Oregon Eugene,OR,NIGMS; NSF; Other,USD:875337,875337.0,UNIVERSITY OF OREGON; University of Oregon Eugene,NIGMS; NSF; Other,USD:1628291,1628291.0,1977-07-01T00:00:00,2026-03-31T00:00:00,OK
harryjubb/arpeggio,10.1016/j.jmb.2016.12.004,27964945,True,Other,8,6,2,"MR/M026302/1; 1103577; 4186, 2016; 093167/Z/10/Z; JBF 4186, 2016; JBF 4186",,,,Other,GBP:49396,,,Other,GBP:141328,,2011-09-30 00:00:00,2016-01-29 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
HautaniemiLab/jellyfish,10.1093/bioinformatics/btaf091,39999015,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
heathsc/gemBS,10.1101/2017.10.11.201988,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
HECBioSim/Longbow,10.5334/jors.95,,True,Other,1,0,1,,,,,,,,,Other,GBP:288481,,2013-11-01 00:00:00,2019-01-31 00:00:00,OK
HelikarLab/candis,10.18632/oncotarget.21127,29156751,True,NIH,1,1,0,5R35GM119770-10,R35GM119770,UNIVERSITY OF NEBRASKA LINCOLN,NE,NIGMS,USD:250000,250000.0,UNIVERSITY OF NEBRASKA LINCOLN,NIGMS,USD:250000,250000.0,2016-09-01T00:00:00,2026-11-30T00:00:00,OK
HelmholtzAI-Consultants-Munich/oligo-designer-toolsuite,10.1038/s41592-024-02496-z,39558096,True,Other,2,1,1,KA1-Co-02 “COVIPA”,,,,Other,,,Martini Ziekenhuis,Other,EUR:4958682,,2020-01-01 00:00:00,2022-06-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
hillerlab/TOGA,10.1126/sciadv.abm6494,35333583,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
HKU-BAL/Clair,10.1101/865782,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
HKU-BAL/Clair3-Trio,10.1093/bib/bbac301/6645484,35849103,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
HKU-BAL/ClairS,10.1038/s41592-026-03152-4,42387002,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
HKU-BAL/ClairS-TO,10.1038/s41467-025-64547-z,41173866,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
hms-dbmi/scde,10.1038/nmeth.2967,24836921,True,NIH,4,0,4,,,,,,,,MASSACHUSETTS GENERAL HOSPITAL; HARVARD UNIVERSITY; HARVARD MEDICAL SCHOOL,NHLBI; NIDDK; NIA,USD:1758860,1758860.0,1995-08-01T00:00:00,2016-04-30T00:00:00,OK
HobnobMancer/cazy_webscraper,10.1099/mgen.0.001086,37578822,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
horsepurve/DeepRTplus,10.1021/acs.analchem.8b02386,30114359,True,Other,4,3,1,2014CBA02002; 2014CBA02005; 2017YFC0908400,,,,Other,,,深圳华大生命科学研究院,Other,CNY:200000,,2015-01-01 00:00:00,2018-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
huangnengCSU/compleasm,10.1093/bioinformatics/btad595,37758247,True,NIH; Other,2,1,1,5R01HG010040-10,R01HG010040,DANA-FARBER CANCER INST,MA,NHGRI,USD:245000,245000.0,DANA-FARBER CANCER INST,NHGRI; Other,USD:245000,245000.0,2018-05-01T00:00:00,2027-02-28T00:00:00,OK
HuttleyLab/DiverseSeq,10.21105/joss.07765,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
hybrid-kg/clep,10.1093/bioinformatics/btab340,33964127,True,NIH; Other,5,1,4,W81XWH-12-2-0012,,,,Other,,,NORTHERN CALIFORNIA INSTITUTE/RES/EDU,NIA; Other; NIH,USD:6161872,6161872.0,2004-09-30T00:00:00,2016-07-31T00:00:00,OK
ICB-DCM/PESTO,10.1093/bioinformatics/btx676,29069312,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
icbi-lab/immune_deconvolution_benchmark,10.1093/bioinformatics/btz363,31510660,True,Other,2,1,1,T 974-B30,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
iferres/pagoo,10.1016/j.crmeth.2021.100085,35474671,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Illumina/strelka,10.1038/s41592-018-0051-x,30013048,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Illumina/manta,10.1093/bioinformatics/bt,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
imminfo/tcr,10.1186/s12859-015-0613-1,26017500,True,Other,1,1,0,15-34-21052,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
InfectionMedicineProteomics/BINN,10.1038/s41467-023-41146-4,37660105,True,Other,4,4,0,2019-01646; 2017.0271; 2018-05795; 2018-,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
innate2adaptive/decombinator,10.1093/bioinformatics/btt004,23303508,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
institut-de-genomique/biscot,10.1101/674721,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
institut-de-genomique/HAPO-G,10.1093/nargb/lqab034,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
interactivereport/xOmicsShiny,10.1093/bioinformaticsadvances/vbaf097,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
intermine/intermine-ws-python,10.1093/nar/gku301,24753429,True,NIH; Other,6,5,1,4R01HG004834-05; 099133; 090297/Z/09/Z; 099133/Z/12/Z; 090297,R01HG004834,UNIVERSITY OF CAMBRIDGE,,NHGRI; Other,USD:535313,535313.0,ONTARIO INSTITUTE FOR CANCER RESEARCH; UNIVERSITY OF CAMBRIDGE,NHGRI; Other,USD:1141842,1141842.0,2007-05-04T00:00:00,2018-05-31 00:00:00,OK
intervene-EU-H2020/synthetic_data,10.1101/2022.12.22.521552,,True,Other,2,2,0,101016775; Horizon 2020,,Helsinki Art Museum,,Other,EUR:10434940,,Helsinki Art Museum,Other,EUR:10434940,,2021-01-01 00:00:00,2025-12-31 00:00:00,OK
iqbal-lab-org/gramtools,10.1186/s13059-021-02474-0,34488837,True,Other,3,0,3,,,,,,,,University of Oxford,Other,USD:2209731,2209731.0,2015-09-01 00:00:00,2017-10-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
iRNA-COSI/APAeval,10.1101/2023.06.23.546284,37425672,True,NIH; Other,6,3,3,5R01GM128096-04; 189063; 310030,R01GM128096,UNIVERSITY OF PENNSYLVANIA; University of Basel,PA,NIGMS; Other,CHF:807483; USD:274399,274399.0,UNIVERSITY OF PENNSYLVANIA; University of Basel,NLM; NIGMS; NHLBI; Other,CHF:807483; USD:783015,783015.0,2018-05-01T00:00:00,2027-05-31T00:00:00,OK
isambard-uob/isambard,10.1093/bioinformatics/btx352,28582565,True,Other,4,3,1,BB/K004050/1; BB/J008990/1; 340764,,,,Other,GBP:559688,,,Other,GBP:16306125,,2012-08-14 00:00:00,2022-03-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
isugifNF/polishCLR,10.1093/gbe/evad020,36792366,True,Other,5,4,1,-AC05-06OR23100; DE-AC05-06OR23100; number DE-AC05-06OR23100; DE-AC05,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
itsmeludo/PhylOligo,10.1093/bioinformatics/btx396,28637232,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
iVis-at-Bilkent/chise.js,10.1371/journal.pone.0128985,26030594,True,NIH,2,0,2,,,,,,,,"HARVARD MEDICAL SCHOOL; UNIVERSITY OF CALIFORNIA, SAN DIEGO",NHGRI; NIGMS,USD:2256596,2256596.0,2010-09-13T00:00:00,2025-04-30T00:00:00,OK
iVis-at-Bilkent/newt,10.1093/bioinformatics/btaa850,33010165,True,Other,2,2,0,118E131; 5180088,,,,Other,,,,Other,,,2018-10-15 00:00:00,2020-10-15 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
iVis-at-Bilkent/sbgnviz.js,10.1371/journal.pone.0128985,26030594,True,NIH,2,0,2,,,,,,,,"HARVARD MEDICAL SCHOOL; UNIVERSITY OF CALIFORNIA, SAN DIEGO",NHGRI; NIGMS,USD:2256596,2256596.0,2010-09-13T00:00:00,2025-04-30T00:00:00,OK
iVis-at-Bilkent/syblars,10.1371/journal.pcbi.1010635,36374853,True,Other,1,1,0,118E131,,,,Other,,,,Other,,,2018-10-15 00:00:00,2020-10-15 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
iVis-at-Bilkent/pathway-mapper,10.1093/bioinformatics/btx149,28334343,True,NIH,1,0,1,,,,,,,,SLOAN-KETTERING INST CAN RESEARCH,NCI,USD:7462754,7462754.0,1997-01-20T00:00:00,2030-12-31T00:00:00,OK
iVis-at-Bilkent/sybvals,10.1186/s12864-025-12454-4,41454279,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
jaleezyy/covid-19-signal,10.1093/nargab/lqae176,39703420,True,Other,1,1,0,COVID-19,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
j-andrews7/Genotify,10.21105/joss.00885,31080942,True,NIH,3,0,3,,,,,,,,WASHINGTON UNIVERSITY,NCATS; NCI,USD:6358253,6358253.0,2015-05-01T00:00:00,2027-02-28T00:00:00,OK
jasdumas/shinyGEO,10.1093/bioinformatics/btw519,27503226,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
jason-weirather/hla-polysolver,10.1038/nbt.3344,26372948,True,NIH,3,0,3,,,,,,,,"BROAD INSTITUTE, INC.; DANA-FARBER CANCER INST",NCI; NHLBI,USD:1283924,1283924.0,2009-09-29T00:00:00,2027-01-31T00:00:00,OK
jdidion/atropos,10.7717/peerj.3720,28875074,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
jdrudolph/photon,10.1016/j.cels.2016.11.005,28009266,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
jeffersonfparil/compare_genomes,10.1002/cpz1.876,37638775,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
JEFworks-Lab/STalign,10.1038/s41467-023-43915-7,38065970,True,NIH; NSF,4,2,2,5R35GM142889-05; 2047611,R35GM142889,JOHNS HOPKINS UNIVERSITY; Johns Hopkins University,MD,NIGMS; NSF,USD:870588,870588.0,JOHNS HOPKINS UNIVERSITY; Johns Hopkins University,NIGMS; NIDA; NSF,USD:1229002,1229002.0,2020-07-01T00:00:00,2030-06-30T00:00:00,OK
JEFworks-Lab/HoneyBADGER,10.1101/gr.228080.117,29898899,True,NIH; Other; NSF,5,1,4,1F99CA222750-01,F99CA222750,HARVARD UNIVERSITY,MA,NCI,USD:33667,33667.0,HARVARD MEDICAL SCHOOL; HARVARD UNIVERSITY,NHLBI; NCI; Other; NSF,USD:688366,688366.0,2015-08-15T00:00:00,2021-05-31T00:00:00,OK
JEFworks/ubit2,10.1101/118992,,True,NIH; Other; NSF,5,4,1,R00HG007583; P50MH106933; NSF-14-532; CAREER,,,,NIH; NSF,,,,NIH; Other; NSF,,,,,OK
JensUweUlrich/Taxor,10.1101/gr.278623.123,38886068,True,Other,1,1,0,01KI1905D,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
jermp/fulgor,10.1186/s13015-024-00251-9,38254124,True,NIH; NSF; Other,8,0,8,,,,,,,,UNIV OF NORTH CAROLINA CHAPEL HILL; SUNY at Stony Brook; University of Maryland- College Park; AGROKNOW IKE,NHGRI; NSF; Other,USD:10472585; EUR:4833798,10472585.0,2018-02-01 00:00:00,2029-01-31T00:00:00,OK
jermp/sshash,10.1093/bioinformatics/btag264,42412841,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
JetBrains-Research/span,10.1093/bioinformatics/btab376,34019098,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
jguhlin/minimap2-rs,10.1093/bioinformatics/bty191,29750242,True,NIH; Other,2,1,1,5R01HG010040-10,R01HG010040,DANA-FARBER CANCER INST,MA,NHGRI,USD:245000,245000.0,DANA-FARBER CANCER INST,NHGRI; Other,USD:245000,245000.0,2018-05-01T00:00:00,2027-02-28T00:00:00,OK
JiaoLaboratory/CRAQ,10.1038/s41467-023-42336-w,37848433,True,Other,1,1,0,32221001,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
JiguangPeng/autopvs1,10.1002/humu.24051,32442321,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
JLSteenwyk/ClipKIT,10.1371/journal.pbio.3001007,33264284,True,NIH; NSF; Other,3,1,2,1442113,,Vanderbilt University,,NSF,USD:852869,852869.0,VANDERBILT UNIVERSITY; Vanderbilt University,NIAID; NSF; Other,USD:1270907,1270907.0,2015-02-01 00:00:00,2022-08-31T00:00:00,OK
JLSteenwyk/PhyKIT,10.1093/bioinformatics/btab096,33560364,True,Other,2,0,2,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
jminnier/STARTapp,10.1093/bioinformatics/btw624,28171615,True,NIH; Other,3,2,1,4R01NS079433-05; 15POST25710234,R01NS079433,OREGON HEALTH & SCIENCE UNIVERSITY,OR,NINDS; Other,USD:218750,218750.0,OREGON HEALTH & SCIENCE UNIVERSITY,NHLBI; NINDS; Other,USD:631934,631934.0,2008-07-01T00:00:00,2020-08-31T00:00:00,OK
jnalanko/VOMM,10.1007/s00453-017-0286-4,,True,Other,1,0,1,,,,,,,,,Other,,,,,OK
joda01/evanalyzer,10.1002/jev2.12282,36437554,True,Other,9,9,0,02.1.01/0.0/0.0; EFRE/IWB 20102‐F1900731‐KZP; H2020; 731032; CZ.02.1.01/0.0/0.0/15_003/0000495; CZ.02.1.01; CZ.02; CZ.02.1.01/0.0/0.0; W01213,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
jolespin/veba,10.1186/s12859-022-04973-8,36224545,True,NIH; NSF,6,2,4,2049299; 1558453,,J. Craig Venter Institute,,NSF,USD:817928,817928.0,"J. CRAIG VENTER INSTITUTE, INC.; NORTHEASTERN UNIVERSITY; J. Craig Venter Institute",NIAID; NSF,USD:2839766,2839766.0,2016-04-01 00:00:00,2028-06-30T00:00:00,OK
jordanlab/stringMLST,10.1093/bioinformatics/btw586,27605103,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
josuebarrera/GenEra,10.1186/s13059-023-02895-z,36964572,True,Other,12,11,1,"031A537B; 031A533A; 031A537C; 031A537A; 031A533B; 031A535A; 031A538A; 031A534A; 031A532B, 031A533A, 031A533B, 031A534A, 031A535A, 031A537A, 031A537B, 031A537C, 031A537D, 031A538A; 031A532B; 031A537D",,,,Other,,,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,Other,EUR:1999420,,2021-01-01 00:00:00,2025-12-31 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
joybio/multiPrime,10.1002/imt2.143,38868227,True,Other,1,0,1,,,,,,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
Jpickard1/BRAD,10.1093/bioinformatics/btaf159,40323323,True,Other,4,4,0,HR00112490472; FA9550-; FA9550-22-1-0215; GM150581,,,,Other,,,,Other,,,,,Not in NIH RePORTER (non-NIH funder via local snapshot)
JTFouquier/ghost-tree,10.1186/s40168-016-0153-6,26905735,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
Kabilan108/infoml,10.1016/j.knosys.2025.114823,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
kaist-ina/BWA-MEME,10.1093/bioinformatics/btac137,35253835,False,,0,0,0,,,,,,,,,,,,,,Not in NIH RePORTER
KamilSJaron/smudgeplot,10.1038/s41467-020-14998-3,32188846,True,NIH; NSF,6,0,6,,,,,,,,JOHNS HOPKINS UNIVERSITY; Cold Spring Harbor Laboratory,NIGMS; NHGRI; NSF,USD:7572404,7572404.0,1975-07-01T00:00:00,2029-08-31T00:00:00,OK
kanaverse/kana,10.21105/joss.05603,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
kantale/OpenBio.eu,10.3390/app11209648,,False,,0,0,0,,,,,,,,,,,,,,PMID not found and no local snapshot grants
KarchinLab/open-cravat,10.1200/CCI.19.00132,32228266,True,NIH,2,1,1,5U24CA204817-05,U24CA204817,JOHNS HOPKINS UNIVERSITY,MD,NCI,USD:372299,372299.0,JOHNS HOPKINS UNIVERSITY,NCI; NIGMS,USD:776251,776251.0,1975-07-01T00:00:00,2024-12-31T00:00:00,OK
karel-brinda/NanoSim-H,10.1093/gigascience/gix010,28327957,True,NIH,1,1,0,3R01HG007182-08S1,R01HG007182,PROVINCIAL HEALTH SERVICES AUTHORITY,BC,NHGRI,USD:177111,177111.0,PROVINCIAL HEALTH SERVICES AUTHORITY,NHGRI,USD:177111,177111.0,2022-03-10T00:00:00,2023-03-31T00:00:00,OK
karel-brinda/MiniPhy,10.1038/s41592-025-02625-2,40205174,True,Other; NIH,12,6,6,R35GM133700; 19-P3IA-0001; -0001; ANR-19; ANR-18; Horizon 2020,,,,NIH; Other,,,"UNIVERSITAET BIELEFELD; University of Milano-Bicocca; UNIVERSITE d'AIX-MARSEILLE-Institut Méditerranéen d’Océanologie; Bilkent University; Université Paris Cité; Centre de Recherche en Informatique, Signal et Automatique de Lille",Other; NIH,EUR:31395759,,2018-12-01 00:00:00,2026-04-30 00:00:00,Not in NIH RePORTER (non-NIH funder via local snapshot)
